Age,Attrition,DailyRate,DistanceFromHome,HourlyRate,MonthlyIncome,MonthlyRate,OverTime,StockOptionLevel,TotalWorkingYears,YearsAtCompany
24,No,350,21,57,2296,10036,No,3,2,1
40,No,1142,8,72,4069,8841,Yes,0,8,2
45,No,538,1,66,7441,20933,No,3,10,10
35,No,1402,28,98,2430,26204,No,2,6,5
32,No,824,5,67,5878,15624,No,1,12,7
36,No,1157,2,70,2644,17001,Yes,0,7,3
48,No,492,16,96,6439,13693,No,1,18,8
29,No,598,9,91,2451,22376,No,2,5,1
33,No,1242,8,46,6392,10589,No,1,8,2
30,Yes,740,1,64,9714,5323,No,1,10,10
38,No,888,10,71,6077,14814,No,0,10,6
35,No,992,1,68,2450,21731,No,0,3,3
30,No,1288,29,33,9250,17799,No,1,9,4
35,Yes,104,2,69,2074,26619,Yes,1,1,1
53,Yes,607,2,78,10169,14618,No,1,34,33
38,Yes,903,2,81,4855,7653,No,2,7,5
32,No,1200,1,62,4087,25174,No,1,9,6
48,No,1108,15,65,2367,16530,No,1,10,8
34,No,479,7,35,2972,22061,No,0,1,1
55,No,685,26,60,19586,23037,No,1,36,36
34,No,1351,1,45,5484,13008,No,1,9,2
26,No,474,3,89,2061,11133,No,0,1,1
38,No,1245,14,80,9924,12355,No,1,10,9
38,No,437,16,90,4198,16379,No,0,8,3
36,No,884,1,73,6815,21447,No,0,15,1
29,No,1370,3,87,4723,16213,Yes,0,10,10
35,No,670,10,51,6142,4223,Yes,0,10,5
39,No,1462,6,38,8237,4658,No,1,11,7
29,No,995,2,87,8853,24483,No,1,6,6
50,No,264,9,59,19331,19519,Yes,1,27,1
23,No,977,10,45,2073,12826,No,1,4,2
36,No,1302,6,80,5562,19711,Yes,1,9,3
42,No,1059,9,93,19613,26362,No,0,24,1
35,No,750,28,46,3407,25348,No,2,10,10
34,No,653,10,92,5063,15332,No,1,8,8
40,No,118,14,84,4639,11262,No,1,5,5
43,No,990,27,87,4876,5855,No,1,8,6
35,No,1349,7,63,2690,7713,No,1,1,1
46,No,563,1,56,17567,3156,No,0,27,26
28,Yes,329,24,51,2408,7324,Yes,3,1,1
22,No,457,26,85,2814,10293,Yes,0,4,4
50,No,1234,20,41,11245,20689,Yes,1,32,30
32,No,634,5,35,3312,18783,No,2,6,3
44,No,1313,7,31,19049,3549,Yes,1,23,22
30,No,241,7,48,2141,5348,No,1,6,6
45,No,1015,5,50,5769,23447,Yes,0,10,10
45,No,336,26,52,4385,24162,No,1,10,10
31,No,715,2,54,5332,21602,No,0,10,5
36,No,559,12,76,4663,12421,Yes,2,7,3
34,No,426,10,42,4724,17000,No,1,9,9
49,No,722,25,84,3211,22102,No,1,10,9
39,No,1387,10,76,5377,3835,No,3,10,7
27,No,1302,19,67,4066,16290,No,2,7,7
35,No,819,18,48,5208,26312,No,0,16,16
28,No,580,27,39,4877,20460,No,1,6,5
21,No,546,5,97,3117,26009,No,0,3,2
18,Yes,544,3,70,1569,18420,Yes,0,0,0
47,No,1176,26,98,19658,5220,No,1,27,5
39,No,170,3,76,3069,10302,No,1,11,10
40,No,884,15,80,10435,25800,No,2,18,18
35,No,208,8,52,4148,12250,No,1,15,14
37,No,671,19,85,5768,26493,No,3,9,4
39,No,711,4,81,5042,3140,No,0,10,9
45,No,1329,2,59,5770,5388,No,2,10,10
38,No,397,2,54,7756,14199,Yes,1,10,5
35,Yes,737,10,55,10306,21530,No,0,15,13
37,No,1470,10,71,3936,9953,No,1,8,8
40,No,448,16,84,7945,19948,Yes,0,18,4
44,No,602,1,37,5743,10503,Yes,0,14,10
48,No,365,4,89,15202,5602,No,1,23,2
35,Yes,763,15,59,5440,22098,Yes,2,7,2
24,No,567,2,32,3760,17218,Yes,0,6,6
27,No,486,8,86,3517,22490,No,0,5,3
27,No,591,2,87,2580,6297,No,0,6,4
40,Yes,1329,7,73,2166,3339,Yes,0,10,4
29,No,469,10,42,5869,23413,No,0,8,5
36,No,711,5,42,8008,22792,No,2,9,3
25,No,772,2,77,5206,4973,No,2,7,7
39,No,492,12,66,5295,7693,No,0,7,5
49,No,301,22,72,16413,3498,No,2,27,4
50,No,813,17,50,13269,21981,No,3,19,14
20,No,1141,2,31,2783,13251,No,0,2,2
34,No,1130,3,66,5433,19332,No,1,11,11
36,No,311,7,77,2013,10950,No,0,15,4
49,No,465,6,41,13966,11652,Yes,1,30,15
36,No,894,1,33,4374,15411,No,0,4,3
36,No,1040,3,79,6842,26308,No,1,13,5
54,No,584,22,91,17426,18685,No,1,36,10
43,No,1291,15,65,17603,3525,No,1,14,14
35,Yes,880,12,36,4581,10414,Yes,0,13,11
38,No,1189,1,90,4735,9867,No,2,19,13
29,No,991,5,43,4187,3356,Yes,1,10,10
33,No,392,2,93,5505,3921,No,2,6,6
32,No,977,2,45,5470,25518,No,2,10,9
31,No,1112,5,67,5476,22589,No,2,10,10
49,No,464,16,74,2587,24941,Yes,1,17,2
38,No,148,2,42,2440,23826,No,0,4,4
47,No,1225,2,47,15972,21086,No,3,29,3
49,No,809,1,36,15379,22384,No,0,23,8
41,No,1206,23,80,7082,11591,Yes,0,21,2
20,No,727,9,54,2728,21082,No,0,2,2
33,No,530,16,36,5368,16130,Yes,1,7,6
36,No,1351,26,80,5347,7419,No,2,10,3
44,No,528,1,44,3195,4167,Yes,3,8,2
23,Yes,1320,8,93,3989,20586,Yes,0,5,5
38,No,1495,4,87,3306,26176,No,1,7,0
53,No,1395,24,48,7005,3458,No,0,11,4
48,Yes,708,7,95,2655,11740,Yes,2,19,9
32,Yes,1259,2,95,1393,24852,No,0,1,1
26,No,786,7,76,2570,11925,No,0,7,7
55,No,1441,22,94,3537,23737,No,1,8,4
34,No,1157,5,57,3986,11912,No,1,15,15
60,No,370,1,92,10883,20467,No,1,19,1
33,No,267,21,79,2028,13637,No,3,14,14
37,No,1278,1,31,9525,7677,No,2,6,6
34,No,678,19,35,2929,20338,No,0,10,10
23,Yes,427,7,99,2275,25103,Yes,1,3,3
44,No,921,2,96,7879,14810,Yes,1,9,8
35,No,146,2,79,4930,13970,Yes,0,6,5
43,No,1179,2,73,7847,6069,Yes,1,10,10
24,No,581,9,62,4401,17616,No,1,5,5
41,No,918,6,35,9241,15869,No,0,10,10
29,No,1082,9,43,2974,25412,No,1,9,5
36,No,530,2,51,4502,7439,No,0,17,13
45,No,1238,1,74,10748,3395,No,1,25,23
24,Yes,240,22,58,1555,11585,No,1,1,1
47,Yes,1093,9,82,12936,24164,No,0,25,23
26,No,390,17,62,2305,6217,No,3,3,3
45,No,1005,28,48,16704,17119,No,0,21,21
32,No,585,10,56,3433,17360,No,1,10,5
31,No,741,2,69,3477,18103,No,1,6,5
41,No,552,4,60,6430,20794,No,1,10,3
40,No,369,8,92,6516,5041,Yes,1,18,1
24,No,506,29,91,3907,3622,No,3,6,6
46,No,717,13,34,5562,9697,No,0,19,10
35,No,1370,27,49,6883,5151,No,1,17,7
30,No,793,16,33,2862,3811,No,1,10,10
47,No,543,2,87,4978,3536,No,1,4,1
46,No,1277,2,74,10368,5596,Yes,1,13,10
36,Yes,1456,13,96,6134,8658,Yes,3,16,2
32,Yes,964,1,34,6735,12147,No,0,10,0
23,No,160,4,51,3295,12862,No,0,3,3
31,No,163,24,30,5238,6670,No,0,9,5
39,No,792,1,77,6472,8989,Yes,1,9,9
32,No,371,19,80,9610,3840,No,1,10,4
40,No,611,7,88,19833,4349,No,0,21,21
45,No,176,4,56,9756,6595,No,2,9,5
30,No,1312,2,78,4968,26427,No,0,10,9
24,No,897,10,59,2145,2097,No,1,3,2
30,Yes,600,8,66,2180,9732,No,1,6,4
31,No,1003,5,51,8346,20943,No,1,6,5
27,No,1054,8,67,3445,6152,No,0,6,6
29,Yes,428,9,52,2760,14630,No,0,2,2
29,No,461,1,70,6294,23060,Yes,0,10,3
30,No,979,15,94,7140,3088,No,1,12,7
34,No,181,2,97,2932,5586,Yes,3,6,5
33,No,1283,2,62,5147,10697,No,0,13,11
49,No,1313,11,80,4507,8191,No,0,8,5
33,Yes,211,16,74,8564,10092,Yes,0,11,0
38,No,594,2,75,2468,15963,No,1,9,6
31,Yes,1079,16,70,8161,19002,No,3,10,1
29,No,590,4,91,2109,10007,No,1,1,1
30,No,305,16,58,5294,9128,No,1,10,7
32,No,953,5,65,2718,17674,No,0,12,7
38,No,833,18,60,5811,24539,Yes,1,15,1
43,Yes,807,17,38,2437,15587,Yes,1,6,1
42,No,855,12,57,2766,8952,No,3,7,5
55,No,478,2,60,19038,19805,No,3,34,1
33,No,775,4,90,3055,6194,No,2,11,9
41,No,548,9,94,2289,20520,No,2,5,5
34,No,1375,10,87,4001,12313,Yes,1,15,15
53,No,661,1,60,12965,22308,Yes,3,27,3
43,No,244,2,97,3539,5033,No,0,10,9
34,No,511,3,32,6029,25353,No,0,6,2
21,Yes,337,7,31,2679,4567,No,0,1,1
38,No,1153,6,40,3702,16376,No,1,5,5
22,Yes,1294,8,79,2398,15999,Yes,0,1,1
31,No,196,29,91,5468,13402,No,2,13,12
51,No,942,3,53,13116,22984,No,0,15,2
37,No,589,9,46,4189,8800,No,2,5,5
46,No,734,2,46,19328,14218,Yes,1,24,2
36,No,1383,10,90,8321,25949,Yes,1,15,12
44,Yes,429,1,99,2342,11092,Yes,3,6,5
37,No,1239,8,89,4071,12832,No,0,19,10
35,Yes,303,27,84,5813,13492,Yes,0,10,10
33,No,867,8,90,3143,6076,No,1,14,10
28,No,1181,1,82,2044,5531,No,1,5,5
39,No,1253,10,65,13464,7914,No,0,9,4
46,No,849,26,98,7991,25166,No,0,6,2
40,No,616,2,99,3377,25605,No,1,7,4
42,No,1128,13,95,5538,5696,No,2,10,0
35,No,1180,2,90,5762,24442,No,1,15,7
38,No,1336,2,100,2592,7129,No,3,13,11
34,Yes,234,9,93,5346,6208,No,1,11,7
37,Yes,370,10,58,4213,4992,No,0,10,10
39,No,766,20,83,4127,19188,No,1,7,2
43,No,343,9,52,2438,24978,No,0,7,3
41,No,447,5,85,6870,15530,No,0,11,3
41,No,796,4,81,10447,26458,Yes,1,23,22
30,No,1092,10,64,9667,2739,No,0,9,7
26,Yes,920,20,69,2148,6889,Yes,0,6,5
46,Yes,261,21,66,8926,10842,No,1,13,9
40,No,1194,1,52,6513,9060,No,1,12,5
34,No,810,8,92,6799,22128,No,2,10,10
58,No,350,2,52,16291,22577,No,1,37,16
35,No,185,23,91,2705,9696,No,1,6,5
47,No,1001,4,92,10333,19271,Yes,1,28,22
40,No,750,12,47,4448,10748,No,1,15,7
54,No,431,7,68,6854,15696,No,1,14,7
31,No,1125,7,68,9637,8277,No,2,9,3
28,No,1217,1,67,3591,12719,No,1,3,3
38,No,723,2,77,5405,4244,Yes,2,20,4
26,No,572,10,46,4684,9125,No,0,5,5
58,No,1216,15,87,15787,21624,Yes,0,23,2
18,No,1431,14,33,1514,8018,No,0,0,0
31,Yes,359,18,89,2956,21495,No,0,2,1
29,Yes,350,13,56,2335,3157,Yes,3,4,2
45,No,589,2,67,5154,19665,No,2,10,8
36,No,430,2,73,6962,19573,Yes,1,15,1
43,No,1422,2,92,5675,19246,No,1,7,7
27,No,1297,5,53,2379,19826,Yes,0,6,5
29,No,574,20,40,3812,7003,No,0,11,11
32,No,1318,10,79,4648,26075,No,0,4,0
42,No,355,10,38,2936,6161,No,2,10,6
47,No,207,9,64,2105,5411,No,0,7,2
46,No,706,2,82,8578,19989,No,1,12,9
28,No,280,1,43,2706,10494,No,1,3,3
29,No,726,29,93,6384,21143,No,2,11,7
42,No,1142,8,81,3968,13624,No,0,8,0
32,Yes,414,2,82,9907,26186,Yes,0,7,2
46,No,1319,3,45,13225,7739,No,1,25,19
27,No,728,23,36,3540,7018,No,1,9,9
29,No,352,6,87,2804,15434,No,0,1,1
43,No,823,6,81,19392,22539,No,0,21,16
48,No,1224,10,91,19665,13583,No,0,29,22
29,Yes,459,24,73,2439,14753,Yes,0,1,1
46,Yes,1254,10,64,7314,14011,No,3,14,8
27,No,1131,15,77,4774,23844,No,1,8,7
39,No,835,19,41,3902,5141,No,3,7,2
55,No,836,2,98,2662,7975,No,1,19,5
28,No,1172,3,78,2856,3692,No,1,1,1
30,Yes,945,9,89,1081,16019,No,0,1,1
22,Yes,391,7,75,2472,26092,Yes,0,1,1
36,No,1266,10,63,5673,6060,Yes,1,10,10
31,No,311,20,89,4197,18624,No,1,10,10
34,No,1480,4,64,9713,24444,Yes,3,9,5
29,No,592,7,59,2062,19384,No,0,11,3
37,No,783,7,78,4284,13588,Yes,1,16,5
35,No,219,16,44,4788,25388,Yes,0,4,3
45,No,556,25,93,5906,23888,No,2,10,9
36,No,1213,2,94,3886,4223,No,0,10,10
40,No,1137,1,98,16823,18991,No,1,22,19
26,No,482,1,90,2933,14908,Yes,1,1,1
27,No,511,2,89,6500,26997,No,0,9,8
48,No,117,22,58,17174,2437,No,1,24,22
44,No,170,1,78,5033,9364,No,1,10,2
34,Yes,967,16,85,2307,14460,Yes,1,5,5
56,Yes,1162,24,97,2587,10261,No,0,5,4
36,No,335,17,33,5507,16822,No,2,12,4
41,No,337,8,54,4393,26841,No,1,14,5
42,No,1396,6,83,13348,14842,No,1,18,13
31,No,1079,10,86,6583,20115,Yes,1,8,5
34,No,735,3,75,8103,16495,Yes,0,9,4
31,No,471,4,62,3978,16031,No,1,4,2
26,No,1096,6,61,2544,7102,No,1,8,7
45,No,1297,1,44,5399,14511,No,0,12,4
33,No,217,10,43,5487,10410,No,0,10,10
28,No,783,1,42,6834,19255,Yes,1,7,7
29,Yes,746,24,45,1091,10642,No,0,1,1
39,No,1251,21,32,5736,3987,No,1,10,3
27,No,1354,2,41,2226,6073,No,1,6,5
34,No,735,22,86,5747,26496,Yes,0,16,15
28,Yes,1475,13,84,9854,23352,Yes,0,6,2
47,No,1169,14,64,5467,2125,No,1,16,8
56,No,1443,11,89,5380,20328,No,1,6,0
39,No,867,9,87,5151,12315,No,1,10,10
38,No,1394,8,58,2133,18115,Yes,1,20,20
58,No,605,21,72,17875,11761,Yes,1,29,1
32,Yes,238,5,47,2432,15318,Yes,0,8,4
38,No,1206,9,71,4771,14293,No,2,10,5
49,No,1064,2,42,19161,13738,No,0,28,5
42,No,419,12,77,5087,2900,Yes,2,14,0
27,Yes,1337,22,58,2863,19555,No,0,1,1
35,No,682,18,71,5561,15975,No,1,6,5
28,No,1103,16,49,2144,2122,No,0,5,5
31,No,976,3,48,3065,3995,Yes,1,4,4
36,No,1351,9,66,2810,9238,No,0,5,5
34,No,937,1,32,9888,6770,No,0,14,14
34,No,1239,13,39,8628,22914,No,1,9,8
26,No,157,1,95,2867,20006,No,0,8,7
29,No,136,1,89,5373,6225,No,1,6,5
32,No,1146,15,34,6667,16542,No,1,9,5
31,No,1125,1,48,5003,5771,No,0,10,10
28,Yes,1404,17,32,2367,18779,No,1,6,4
38,No,1404,1,59,2858,11473,No,0,20,1
35,No,1224,7,55,5204,13586,Yes,0,10,10
27,No,954,9,44,4105,5099,No,0,7,7
32,No,1373,5,56,9679,10138,No,0,8,1
31,Yes,754,26,63,5617,21075,Yes,0,10,10
53,Yes,1168,24,66,10448,5843,Yes,0,15,2
54,No,155,9,67,2897,22474,No,2,9,4
33,No,1303,7,36,5968,18079,No,3,9,9
43,No,574,11,30,7510,16873,No,1,10,10
38,No,1444,1,88,2991,5224,Yes,1,7,6
55,No,189,26,71,19636,25811,Yes,1,35,10
31,No,1276,2,59,1129,17536,Yes,3,1,1
39,No,119,15,77,13341,25098,No,0,21,20
42,No,335,23,37,4332,14811,No,0,20,20
31,No,697,10,40,11031,26862,No,1,13,11
54,No,157,10,77,4440,25198,Yes,0,9,5
24,No,771,1,45,4617,14120,No,0,4,4
23,No,571,12,78,2647,13672,No,0,5,5
40,No,692,11,73,6323,26849,No,1,10,10
40,No,444,2,92,5677,4258,No,1,15,11
25,No,309,2,82,2187,19655,No,0,6,2
30,No,911,1,76,3748,4077,No,0,12,12
25,No,977,2,57,3977,7298,Yes,1,7,2
47,No,1180,25,84,8633,13084,No,0,25,17
33,No,1313,1,59,2008,20439,No,3,1,1
38,No,1321,1,86,4440,7636,No,2,16,15
31,No,1154,2,54,3067,6393,No,1,3,2
38,No,508,6,72,5321,14284,No,1,10,8
42,No,557,18,35,5410,11189,Yes,1,9,4
41,No,642,1,76,2782,21412,No,1,12,5
47,No,1162,1,98,11957,17231,No,2,14,13
35,No,1490,11,43,2660,20232,Yes,1,5,2
22,No,581,1,63,3375,17624,No,0,4,3
35,No,1395,9,48,5098,18698,No,0,10,10
33,No,501,15,95,4878,21653,Yes,1,10,9
32,No,267,29,49,2837,15919,No,0,6,6
40,No,543,1,83,2406,4060,No,2,8,1
32,No,234,1,68,2269,18024,No,1,3,2
39,No,116,24,52,4108,5340,No,0,18,7
38,No,201,10,99,13206,3376,No,1,20,18
32,No,801,1,48,10422,24032,No,2,14,14
37,No,161,10,42,13744,15471,Yes,1,16,16
25,No,1382,8,85,4907,13684,Yes,1,6,5
52,No,585,29,40,3482,19788,No,2,16,9
44,No,1037,1,42,2436,13422,Yes,0,6,4
21,No,501,5,58,2380,25479,Yes,0,2,2
39,No,105,9,87,19431,15302,No,0,21,6
23,Yes,638,9,33,1790,26956,No,1,1,1
36,No,557,3,94,7644,12695,No,2,10,9
36,No,688,4,97,5131,9192,No,3,18,4
56,No,667,1,57,6306,26236,No,1,13,13
29,Yes,1092,1,36,4787,26124,Yes,3,4,2
42,No,300,2,56,18880,17312,No,0,24,22
56,Yes,310,7,72,2339,3666,No,1,14,10
41,No,582,28,60,13570,5640,No,1,21,20
34,No,704,28,95,6712,8978,No,2,8,8
36,No,301,15,88,5406,10436,No,1,15,15
41,No,930,3,57,8938,12227,No,1,14,5
32,No,529,2,78,2439,11288,No,0,4,4
35,No,1146,26,31,8837,16642,Yes,0,9,9
38,No,345,10,100,5343,5982,No,1,10,10
50,Yes,878,1,94,6728,14255,No,2,12,6
36,No,1120,11,100,6652,14369,No,1,8,6
45,No,374,20,50,4850,23333,No,0,8,5
40,No,1322,2,52,2809,2725,No,0,8,2
35,No,1199,18,80,5689,24594,Yes,2,10,10
40,No,1194,2,98,2001,12549,No,3,20,5
35,No,287,1,62,2977,8952,No,1,4,4
29,No,1378,13,46,4025,23679,Yes,1,10,4
29,No,468,28,73,3785,8489,No,0,5,5
50,Yes,410,28,39,10854,16586,Yes,1,20,3
39,No,722,24,60,12031,8828,No,1,21,20
31,No,325,5,74,9936,3787,No,0,10,9
26,No,1167,5,30,2966,21378,No,0,5,4
36,No,884,23,41,2571,12290,No,1,17,5
39,No,613,6,42,9991,21457,No,1,9,7
27,No,155,4,87,6142,5174,Yes,1,6,6
49,No,1023,2,63,5390,13243,No,0,17,9
34,No,628,8,82,4404,10228,No,0,6,4
